,dataset,sample,NAT_source,ref_source,WGA_source,priority,run,barcode,assembly_contigs,assembly_coverage,ONT_reads,tax_id,scientific_name,lineage,lineage_save
581,sepsis,K-E0178,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode45,cebitec:/prj/kinbiotics-seq/samples/K-E0178/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,45,16.0,41.0,75483,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
580,sepsis,K-E0177,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode44,cebitec:/prj/kinbiotics-seq/samples/K-E0177/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,44,10.0,52.0,87510,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
579,sepsis,K-E0176,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode43,cebitec:/prj/kinbiotics-seq/samples/K-E0176/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,43,7.0,51.0,69661,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
578,sepsis,K-E0175,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode42,cebitec:/prj/kinbiotics-seq/samples/K-E0175/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,42,4.0,23.0,46317,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
577,sepsis,K-E0174,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode41,cebitec:/prj/kinbiotics-seq/samples/K-E0174/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,41,2.0,40.0,58146,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
527,sepsis,K-E0054,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-E0054/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,04,6.0,50.0,57284,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
525,sepsis,K-E0052,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode02,cebitec:/prj/kinbiotics-seq/samples/K-E0052/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,02,12.0,17.0,24360,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
524,sepsis,K-E0051,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode01,cebitec:/prj/kinbiotics-seq/samples/K-E0051/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,01,6.0,46.0,67678,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
523,sepsis,K-E0101,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode30,cebitec:/prj/kinbiotics-seq/samples/K-E0101/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,30,28.0,9.0,29476,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
582,sepsis,K-E0179,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode46,cebitec:/prj/kinbiotics-seq/samples/K-E0179/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,46,4.0,21.0,51047,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
286,sepsis,K-L0180,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode16,cebitec:/prj/kinbiotics-seq/samples/K-L0180/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,16,12.0,80.0,114726,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
285,sepsis,K-L0179,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode15,cebitec:/prj/kinbiotics-seq/samples/K-L0179/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,15,14.0,31.0,55970,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
284,sepsis,K-L0178,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode14,cebitec:/prj/kinbiotics-seq/samples/K-L0178/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,14,4.0,28.0,47025,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
283,sepsis,K-L0177,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode13,cebitec:/prj/kinbiotics-seq/samples/K-L0177/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,13,2.0,41.0,61897,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
281,sepsis,K-L0175,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode11,cebitec:/prj/kinbiotics-seq/samples/K-L0175/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,11,2.0,27.0,54929,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
296,sepsis,K-L0190,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode26,cebitec:/prj/kinbiotics-seq/samples/K-L0190/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,26,1.0,48.0,66779,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
295,sepsis,K-L0189,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode25,cebitec:/prj/kinbiotics-seq/samples/K-L0189/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,25,1.0,52.0,70571,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
294,sepsis,K-L0188,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode24,cebitec:/prj/kinbiotics-seq/samples/K-L0188/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,24,4.0,25.0,40719,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
292,sepsis,K-L0186,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode22,cebitec:/prj/kinbiotics-seq/samples/K-L0186/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,22,5.0,26.0,55245,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
566,sepsis,K-E0162_2,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode30,cebitec:/prj/kinbiotics-seq/samples/K-E0162/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,30,7.0,26.0,83543,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
290,sepsis,K-L0184,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode20,cebitec:/prj/kinbiotics-seq/samples/K-L0184/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,20,5.0,32.0,57141,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
289,sepsis,K-L0183,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode19,cebitec:/prj/kinbiotics-seq/samples/K-L0183/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,19,2.0,25.0,57823,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
240,sepsis,K-L0134,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode52,cebitec:/prj/kinbiotics-seq/samples/K-L0134/medaka/consensus.fasta,,0,Run00960_Min106_RBK110,52,9.0,48.0,90192,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
239,sepsis,K-L0133,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode51,cebitec:/prj/kinbiotics-seq/samples/K-L0133/medaka/consensus.fasta,,0,Run00960_Min106_RBK110,51,3.0,33.0,58280,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
238,sepsis,K-L0132,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode50,cebitec:/prj/kinbiotics-seq/samples/K-L0132/medaka/consensus.fasta,,0,Run00960_Min106_RBK110,50,8.0,46.0,63888,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
236,sepsis,K-L0130,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode48,cebitec:/prj/kinbiotics-seq/samples/K-L0130/medaka/consensus.fasta,,0,Run00960_Min106_RBK110,48,3.0,35.0,61377,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
234,sepsis,K-L0128,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode46,cebitec:/prj/kinbiotics-seq/samples/K-L0128/medaka/consensus.fasta,,0,Run00960_Min106_RBK110,46,2.0,51.0,62458,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
233,sepsis,K-L0127,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode45,cebitec:/prj/kinbiotics-seq/samples/K-L0127/medaka/consensus.fasta,,0,Run00960_Min106_RBK110,45,13.0,19.0,34421,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
248,sepsis,K-L0142,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00961_Min106_RBK110/1152_Kinbiotics_0003_3/20220322_1350_X3_FAS98735_c94c9bd9/fast5_pass/barcode60,cebitec:/prj/kinbiotics-seq/samples/K-L0142/medaka/consensus.fasta,,0,Run00961_Min106_RBK110,60,3.0,43.0,58985,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
567,sepsis,K-E0163,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode31,cebitec:/prj/kinbiotics-seq/samples/K-E0163/medaka/consensus.fasta,,0,Run01050_Min106_RBK110,31,2.0,62.0,87489,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
291,sepsis,K-L0185,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode21,cebitec:/prj/kinbiotics-seq/samples/K-L0185/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,21,3.0,27.0,51278,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
312,sepsis,K-L0206,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode42,cebitec:/prj/kinbiotics-seq/samples/K-L0206/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,42,12.0,17.0,27317,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1623,sepsis,K-M0904,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode47,,,0,Run01230_Min106_RBK110,47,2.0,98.0,85022,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
1622,sepsis,K-M0903,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode46,,,0,Run01230_Min106_RBK110,46,34.0,4.0,2720,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
1621,sepsis,K-M0902,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode45,,,0,Run01230_Min106_RBK110,45,76.0,5.0,7129,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
1620,sepsis,K-M0901,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode44,,,0,Run01230_Min106_RBK110,44,4.0,16.0,23186,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
1619,sepsis,K-M0900,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode43,,,0,Run01230_Min106_RBK110,43,60.0,3.0,4520,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
1618,sepsis,K-M0899,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode42,,,0,Run01230_Min106_RBK110,42,71.0,7.0,8738,299767,Enterobacter ludwigii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
1617,sepsis,K-M0898,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode41,,,0,Run01230_Min106_RBK110,41,24.0,10.0,12212,54291,Raoultella ornithinolytica,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Raoultella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Raoultella
1632,sepsis,K-M0913,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode56,,,0,Run01230_Min106_RBK110,56,26.0,71.0,99816,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
323,sepsis,K-L0217,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode53,cebitec:/prj/kinbiotics-seq/samples/K-L0217/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,53,3.0,85.0,154957,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1630,sepsis,K-M0911,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode54,,,0,Run01230_Min106_RBK110,54,3.0,45.0,33488,1283,Staphylococcus haemolyticus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
1629,sepsis,K-M0910,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode53,,,0,Run01230_Min106_RBK110,53,5.0,49.0,72780,71452,Enterococcus raffinosus,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
1628,sepsis,K-M0909,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode52,,,0,Run01230_Min106_RBK110,52,2.0,68.0,71627,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
1627,sepsis,K-M0908,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode51,,,0,Run01230_Min106_RBK110,51,3.0,46.0,73189,71452,Enterococcus raffinosus,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
1626,sepsis,K-M0907,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode50,,,0,Run01230_Min106_RBK110,50,63.0,5.0,3242,43770,Corynebacterium striatum,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium,cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium
1625,sepsis,K-M0906,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode49,,,0,Run01230_Min106_RBK110,49,1.0,84.0,72018,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
0,sepsis,K-E0420,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001175_MIN106_RBK11096/1152_24_1/20221215_1554_X3_FAV40612_8a706507/fast5_pass/barcode01,cebitec:/prj/kinbiotics-seq/samples/K-E0420/medaka/consensus.fasta,,0,Run001175_MIN106_RBK11096,01,1.0,9.0,14095,615,Serratia marcescens,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
1639,sepsis,K-M0920,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode63,,,0,Run01230_Min106_RBK110,63,1.0,34.0,29640,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
